criterion,storm_id,storm_name,year,window_start,window_end,n_qualifying_points,min_dist_km,peak_wind_kt_overall,wind_kt_at_closest,status_at_closest,month_at_closest,window_hr,category_at_closest,category_overall
in_domain,AL111985,Isabel,1985,1985-10-10 00:00:00,1985-10-15 12:00:00,24,152.22629460381907,60.0,25.0,TD,10,180.0,TD,TS
in_domain,AL111989,Hugo,1989,1989-09-21 12:00:00,1989-09-23 00:00:00,8,478.530718153365,140.0,120.0,HU,9,84.0,Cat4,Cat5
in_domain,AL111991,Grace,1991,1991-10-27 06:00:00,1991-10-29 14:00:00,11,727.6134036788067,90.0,65.0,HU,10,104.0,Cat1,Cat2
in_domain,AL111995,Jerry,1995,1995-08-24 18:00:00,1995-08-28 00:00:00,8,649.537014972031,35.0,20.0,TD,8,126.0,TD,TS
in_domain,AL111998,Karl,1998,1998-09-23 12:00:00,1998-09-24 00:00:00,3,955.240838012845,90.0,25.0,TD,9,60.0,TD,Cat2
in_domain,AL112000,Gordon,2000,2000-09-18 00:00:00,2000-09-21 06:00:00,15,308.8020001804043,70.0,20.0,EX,9,126.0,TD,Cat1
in_domain,AL112004,Jeanne,2004,2004-09-27 00:00:00,2004-09-29 12:00:00,9,343.7003359877967,105.0,25.0,TD,9,108.0,TD,Cat3
in_domain,AL112008,Kyle,2008,2008-09-27 00:00:00,2008-09-29 00:00:00,9,529.1916996408361,75.0,70.0,HU,9,96.0,Cat1,Cat1
in_domain,AL112010,Igor,2010,2010-09-19 12:00:00,2010-09-21 00:00:00,7,976.1985096554617,135.0,65.0,HU,9,84.0,Cat1,Cat4
in_domain,AL112011,Jose,2011,2011-08-28 00:00:00,2011-08-29 12:00:00,7,914.5927509584063,40.0,40.0,LO,8,84.0,TS,TS
in_domain,AL112015,Joaquin,2015,2015-10-04 06:00:00,2015-10-06 12:00:00,10,926.8822477851329,135.0,75.0,HU,10,102.0,Cat1,Cat4
in_domain,AL112016,Julia,2016,2016-09-13 18:00:00,2016-09-21 06:00:00,31,50.98898201402281,45.0,25.0,EX,9,228.0,TD,TS
in_domain,AL112017,Irma,2017,2017-09-11 12:00:00,2017-09-11 18:00:00,2,885.7644437042914,155.0,45.0,TS,9,54.0,TS,Cat5
in_domain,AL121987,Emily,1987,1987-09-25 06:00:00,1987-09-25 18:00:00,4,900.3169742148375,110.0,70.0,HU,9,60.0,Cat1,Cat3
in_domain,AL121988,Keith,1988,1988-11-23 18:00:00,1988-11-25 00:00:00,6,473.57617478688513,65.0,55.0,TS,11,78.0,TS,Cat1
in_domain,AL121991,Unnamed,1991,1991-10-30 06:00:00,1991-11-02 12:00:00,14,396.82885040238295,65.0,40.0,SS,10,126.0,TS,Cat1
in_domain,AL121994,Gordon,1994,1994-11-17 06:00:00,1994-11-21 18:00:00,17,173.0553183278849,75.0,70.0,HU,11,156.0,Cat1,Cat1
in_domain,AL121995,Karen,1995,1995-09-02 18:00:00,1995-09-03 00:00:00,2,1297.1417528720658,45.0,30.0,TD,9,54.0,TD,TS
in_domain,AL121996,Lili,1996,1996-10-20 12:00:00,1996-10-21 00:00:00,3,1115.9554750092336,100.0,80.0,HU,10,60.0,Cat1,Cat3
in_domain,AL122000,Helene,2000,2000-09-23 00:00:00,2000-09-25 06:00:00,10,137.81344663167744,60.0,40.0,TS,9,102.0,TS,TS
in_domain,AL122002,Kyle,2002,2002-09-30 00:00:00,2002-10-12 12:00:00,47,37.48277829594427,75.0,40.0,TS,10,348.0,TS,Cat1
in_domain,AL122003,Henri,2003,2003-09-06 18:00:00,2003-09-08 18:00:00,9,262.16541244668264,50.0,25.0,EX,9,96.0,TD,TS
in_domain,AL122005,Katrina,2005,2005-08-31 06:00:00,2005-08-31 06:00:00,1,842.9985077396096,150.0,25.0,EX,8,48.0,TD,Cat5
in_domain,AL122011,Katia,2011,2011-09-07 12:00:00,2011-09-10 00:00:00,11,521.5317682177423,120.0,80.0,HU,9,108.0,Cat1,Cat4
in_domain,AL122012,Leslie,2012,2012-09-08 18:00:00,2012-09-10 12:00:00,8,1248.9431024623352,70.0,55.0,TS,9,90.0,TS,Cat1
in_domain,AL122015,Kate,2015,2015-11-10 12:00:00,2015-11-11 12:00:00,5,456.6373893537387,75.0,65.0,HU,11,72.0,Cat1,Cat1
in_domain,AL122016,Karl,2016,2016-09-23 18:00:00,2016-09-24 18:00:00,5,1079.3129120101999,60.0,55.0,TS,9,72.0,TS,TS
in_domain,AL122017,Jose,2017,2017-09-16 18:00:00,2017-09-25 06:00:00,35,358.19332853803456,135.0,65.0,HU,9,252.0,Cat1,Cat4
in_domain,AL122019,Karen,2019,2019-09-27 12:00:00,2019-09-27 12:00:00,1,1502.2671753072532,40.0,40.0,TS,9,48.0,TS,TS
in_domain,AL122020,Kyle,2020,2020-08-14 12:00:00,2020-08-16 00:00:00,7,192.02669804914478,45.0,35.0,TS,8,84.0,TS,TS
in_domain,AL122021,Larry,2021,2021-09-09 06:00:00,2021-09-10 12:00:00,6,1208.0754180718409,110.0,75.0,HU,9,78.0,Cat1,Cat3
in_domain,AL131981,Emily,1981,1981-08-31 12:00:00,1981-09-05 12:00:00,21,661.4590203040184,80.0,30.0,SD,8,168.0,TD,Cat1
in_domain,AL131984,Gustav,1984,1984-09-16 18:00:00,1984-09-19 06:00:00,11,1055.2441730256946,45.0,30.0,TD,9,108.0,TD,TS
in_domain,AL131985,Kate,1985,1985-11-22 06:00:00,1985-11-23 18:00:00,7,86.4103549328136,105.0,40.0,TS,11,84.0,TS,Cat3
in_domain,AL131987,Floyd,1987,1987-10-14 00:00:00,1987-10-14 00:00:00,1,655.2882401899582,65.0,40.0,EX,10,48.0,TS,Cat1
in_domain,AL131995,Luis,1995,1995-09-09 06:00:00,1995-09-10 18:00:00,7,698.886784471579,130.0,85.0,HU,9,84.0,Cat2,Cat4
in_domain,AL131998,Mitch,1998,1998-11-06 00:00:00,1998-11-06 18:00:00,4,446.82408602549816,155.0,50.0,EX,11,66.0,TS,Cat5
in_domain,AL131999,Irene,1999,1999-10-16 18:00:00,1999-10-19 00:00:00,11,58.36707439098644,95.0,95.0,HU,10,102.0,Cat2,Cat2
in_domain,AL132001,Karen,2001,2001-10-11 12:00:00,2001-10-15 06:00:00,16,868.7930395306515,70.0,60.0,SS,10,138.0,TS,Cat1
in_domain,AL132003,Isabel,2003,2003-09-17 06:00:00,2003-09-19 18:00:00,12,72.3332789831944,145.0,90.0,HU,9,108.0,Cat2,Cat5
in_domain,AL132021,Mindy,2021,2021-09-09 12:00:00,2021-09-10 18:00:00,6,326.7232518954561,50.0,30.0,LO,9,78.0,TD,TS
in_domain,AL132023,Lee,2023,2023-09-14 06:00:00,2023-09-16 18:00:00,11,749.8931217766385,145.0,75.0,HU,9,108.0,Cat1,Cat5
in_domain,AL141981,Floyd,1981,1981-09-07 18:00:00,1981-09-09 06:00:00,7,980.7392867494342,100.0,95.0,HU,9,84.0,Cat2,Cat3
in_domain,AL141984,Hortense,1984,1984-09-24 18:00:00,1984-09-30 18:00:00,23,1035.1697194043536,65.0,35.0,TS,9,192.0,TS,Cat1
in_domain,AL141987,Unnamed,1987,1987-11-04 18:00:00,1987-11-04 18:00:00,1,967.2426094908992,30.0,20.0,TD,11,48.0,TD,TD
in_domain,AL141988,Unnamed,1988,1988-08-13 18:00:00,1988-08-14 12:00:00,4,645.1608688033655,30.0,30.0,TD,8,66.0,TD,TD
in_domain,AL141990,Lili,1990,1990-10-11 12:00:00,1990-10-14 18:00:00,14,304.7539159923668,65.0,60.0,TS,10,126.0,TS,Cat1
in_domain,AL141999,Jose,1999,1999-10-24 12:00:00,1999-10-24 12:00:00,1,1485.6650747965084,85.0,65.0,HU,10,48.0,Cat1,Cat2
in_domain,AL142011,Maria,2011,2011-09-15 06:00:00,2011-09-16 06:00:00,5,809.3458673486294,70.0,65.0,HU,9,72.0,Cat1,Cat1
in_domain,AL142016,Matthew,2016,2016-10-07 12:00:00,2016-10-10 00:00:00,13,74.65932803341072,145.0,70.0,HU,10,108.0,Cat1,Cat5
in_domain,AL142018,Michael,2018,2018-10-11 06:00:00,2018-10-13 00:00:00,8,232.84727219125196,140.0,60.0,EX,10,90.0,TS,Cat5
in_domain,AL142019,Melissa,2019,2019-10-08 18:00:00,2019-10-13 12:00:00,20,132.98969007977965,55.0,40.0,EX,10,162.0,TS,TS
in_domain,AL142024,Milton,2024,2024-10-10 12:00:00,2024-10-11 18:00:00,6,641.3025269901392,155.0,60.0,EX,10,78.0,TS,Cat5
in_domain,AL151981,Gert,1981,1981-09-11 12:00:00,1981-09-13 06:00:00,8,690.4733432839756,90.0,90.0,HU,9,90.0,Cat2,Cat2
in_domain,AL151984,Isidore,1984,1984-09-28 06:00:00,1984-10-01 12:00:00,14,147.6828313208699,50.0,40.0,TS,9,126.0,TS,TS
in_domain,AL151988,Unnamed,1988,1988-08-28 18:00:00,1988-08-31 12:00:00,12,276.1105555153378,30.0,30.0,TD,8,114.0,TD,TD
in_domain,AL151990,Marco,1990,1990-10-12 00:00:00,1990-10-13 12:00:00,7,519.3700576962099,55.0,15.0,EX,10,84.0,TD,TS
in_domain,AL151995,Marilyn,1995,1995-09-19 06:00:00,1995-09-21 12:00:00,10,779.9243053333515,100.0,80.0,HU,9,102.0,Cat1,Cat3
in_domain,AL152001,Michelle,2001,2001-11-06 18:00:00,2001-11-06 18:00:00,1,969.354050913011,120.0,75.0,EX,11,48.0,Cat1,Cat4
in_domain,AL152003,Juan,2003,2003-09-25 06:00:00,2003-09-29 00:00:00,16,1054.4508277025295,90.0,90.0,HU,9,138.0,Cat2,Cat2
in_domain,AL152004,Nicole,2004,2004-10-10 00:00:00,2004-10-11 18:00:00,8,905.5711933756583,45.0,40.0,SS,10,90.0,TS,TS
in_domain,AL152005,Nate,2005,2005-09-06 06:00:00,2005-09-09 00:00:00,12,1107.9880166319858,80.0,30.0,TD,9,114.0,TD,Cat1
in_domain,AL152016,Nicole,2016,2016-10-12 18:00:00,2016-10-14 06:00:00,8,1012.0450934401487,120.0,120.0,HU,10,84.0,Cat4,Cat4
in_domain,AL152017,Maria,2017,2017-09-24 18:00:00,2017-09-29 12:00:00,20,242.47139614684662,150.0,65.0,HU,9,162.0,Cat1,Cat5
in_domain,AL152020,Omar,2020,2020-08-30 18:00:00,2020-09-03 18:00:00,17,168.38413391315535,35.0,30.0,TD,9,144.0,TD,TS
in_domain,AL152021,Odette,2021,2021-09-16 06:00:00,2021-09-19 06:00:00,13,140.25187718498455,55.0,30.0,LO,9,120.0,TD,TS
in_domain,AL161981,Harvey,1981,1981-09-15 06:00:00,1981-09-15 18:00:00,3,1395.5745544709355,115.0,110.0,HU,9,60.0,Cat3,Cat4
in_domain,AL161984,Josephine,1984,1984-10-11 00:00:00,1984-10-16 06:00:00,22,356.04927438614203,90.0,70.0,HU,10,174.0,Cat1,Cat2
in_domain,AL161990,Nana,1990,1990-10-19 12:00:00,1990-10-21 06:00:00,8,1104.7255022174531,75.0,70.0,HU,10,90.0,Cat1,Cat1
in_domain,AL162000,Leslie,2000,2000-10-04 12:00:00,2000-10-08 06:00:00,16,559.4935446761469,60.0,40.0,TS,10,138.0,TS,TS
in_domain,AL162005,Ophelia,2005,2005-09-07 12:00:00,2005-09-18 00:00:00,43,61.488958623412934,75.0,65.0,HU,9,300.0,Cat1,Cat1
in_domain,AL162007,Noel,2007,2007-11-02 12:00:00,2007-11-04 06:00:00,8,365.38673697638865,75.0,70.0,EX,11,90.0,Cat1,Cat1
in_domain,AL162011,Ophelia,2011,2011-10-01 12:00:00,2011-10-02 18:00:00,6,1220.79433323866,120.0,110.0,HU,10,78.0,Cat3,Cat4
in_domain,AL162017,Nate,2017,2017-10-09 06:00:00,2017-10-09 18:00:00,3,817.7343370499666,80.0,20.0,EX,10,60.0,TD,Cat1
in_domain,AL162019,Nestor,2019,2019-10-20 06:00:00,2019-10-21 00:00:00,4,221.1475078082265,50.0,40.0,EX,10,66.0,TS,TS
in_domain,AL162022,Martin,2022,2022-10-30 18:00:00,2022-10-31 18:00:00,5,1059.5730938482138,75.0,40.0,EX,10,72.0,TS,Cat1
in_domain,AL162023,Ophelia,2023,2023-09-21 12:00:00,2023-09-24 18:00:00,15,143.66790727731268,60.0,50.0,TS,9,126.0,TS,TS
in_domain,AL171980,Unnamed,1980,1980-11-18 06:00:00,1980-11-18 12:00:00,2,776.3652599606646,30.0,20.0,TD,11,54.0,TD,TD
in_domain,AL171995,Opal,1995,1995-10-05 18:00:00,1995-10-06 12:00:00,4,795.3170367648621,130.0,40.0,EX,10,66.0,TS,Cat4
in_domain,AL172000,Michael,2000,2000-10-15 12:00:00,2000-10-19 12:00:00,17,629.4058878155633,85.0,70.0,HU,10,144.0,Cat1,Cat2
in_domain,AL172005,Philippe,2005,2005-09-23 06:00:00,2005-09-24 06:00:00,5,1239.7310611692676,70.0,30.0,LO,9,72.0,TD,Cat1
in_domain,AL172012,Rafael,2012,2012-10-16 18:00:00,2012-10-17 12:00:00,4,1221.7980763715798,80.0,75.0,HU,10,66.0,Cat1,Cat1
in_domain,AL172020,Paulette,2020,2020-09-13 06:00:00,2020-09-15 06:00:00,10,1012.7465913873904,90.0,85.0,HU,9,96.0,Cat2,Cat2
in_domain,AL172022,Nicole,2022,2022-11-10 18:00:00,2022-11-10 19:00:00,2,750.241437195463,65.0,25.0,LO,11,49.0,TD,Cat1
in_domain,AL172023,Philippe,2023,2023-10-06 06:00:00,2023-10-06 06:00:00,1,1192.79475608473,50.0,45.0,TS,10,48.0,TS,TS
in_domain,AL181979,Unnamed,1979,1979-10-23 12:00:00,1979-10-25 00:00:00,7,1018.2931094083345,65.0,30.0,SD,10,84.0,TD,Cat1
in_domain,AL182012,Sandy,2012,2012-10-27 12:00:00,2012-10-31 12:00:00,19,397.5632409374812,100.0,80.0,HU,10,144.0,Cat1,Cat3
in_domain,AL182021,Sam,2021,2021-10-01 18:00:00,2021-10-02 12:00:00,4,1387.9648518122297,135.0,120.0,HU,10,66.0,Cat4,Cat4
in_domain,AL191981,Unnamed,1981,1981-10-03 18:00:00,1981-10-03 18:00:00,1,1502.4674913842666,30.0,30.0,TD,10,48.0,TD,TD
in_domain,AL192000,Unnamed,2000,2000-10-27 00:00:00,2000-10-29 06:00:00,11,456.54150536503255,55.0,50.0,SS,10,102.0,TS,TS
in_domain,AL192003,Nicholas,2003,2003-10-28 12:00:00,2003-10-31 00:00:00,11,907.5851720962916,60.0,25.0,EX,10,108.0,TD,TS
in_domain,AL192011,Sean,2011,2011-11-06 00:00:00,2011-11-11 18:00:00,10,720.5113276386332,55.0,55.0,TS,11,186.0,TS,TS
in_domain,AL192020,Sally,2020,2020-09-18 00:00:00,2020-09-18 06:00:00,2,498.52486715751775,95.0,30.0,EX,9,54.0,TD,Cat2
in_domain,AL192021,Teresa,2021,2021-09-24 06:00:00,2021-09-26 12:00:00,10,921.7604455605879,40.0,35.0,SS,9,102.0,TS,TS
in_domain,AL201984,Lili,1984,1984-12-12 12:00:00,1984-12-13 06:00:00,4,1372.327144475547,70.0,50.0,SS,12,66.0,TS,Cat1
in_domain,AL202010,Shary,2010,2010-10-29 12:00:00,2010-10-30 06:00:00,4,1068.643743458043,65.0,55.0,TS,10,66.0,TS,Cat1
in_domain,AL202011,Unnamed,2011,2011-08-31 12:00:00,2011-09-03 00:00:00,11,1028.1025491805328,40.0,25.0,LO,8,108.0,TD,TS
in_domain,AL202020,Teddy,2020,2020-09-20 18:00:00,2020-09-23 06:00:00,11,1141.9003549526938,120.0,80.0,HU,9,108.0,Cat1,Cat4
in_domain,AL202023,Tammy,2023,2023-10-27 00:00:00,2023-10-28 06:00:00,6,1326.3573609023324,95.0,50.0,TS,10,78.0,TS,Cat2
in_domain,AL212021,Wanda,2021,2021-10-25 18:00:00,2021-10-28 12:00:00,12,175.24208861399583,60.0,45.0,EX,10,114.0,TS,TS
in_domain,AL221981,Unnamed,1981,1981-11-12 12:00:00,1981-11-17 06:00:00,20,343.02789609274214,60.0,60.0,SS,11,162.0,TS,TS
in_domain,AL222005,Tammy,2005,2005-10-05 18:00:00,2005-10-06 06:00:00,4,768.8998153352755,45.0,45.0,TS,10,60.0,TS,TS
in_domain,AL232005,Twenty-Two,2005,2005-10-08 18:00:00,2005-10-14 18:00:00,25,303.695877144604,40.0,40.0,EX,10,192.0,TS,TS
in_domain,AL252005,Wilma,2005,2005-10-25 00:00:00,2005-10-26 00:00:00,5,390.11155202555835,160.0,100.0,HU,10,72.0,Cat3,Cat5
in_domain,AL272020,Epsilon,2020,2020-10-22 00:00:00,2020-10-24 12:00:00,11,1218.9536460470215,100.0,75.0,HU,10,108.0,Cat1,Cat3
in_domain,AL282020,Zeta,2020,2020-10-29 18:00:00,2020-10-30 00:00:00,2,370.5285281380297,100.0,45.0,EX,10,54.0,TS,Cat3
in_domain,AL292020,Eta,2020,2020-11-12 06:00:00,2020-11-14 00:00:00,9,140.5779169685822,130.0,40.0,EX,11,90.0,TS,Cat4
